id	filename	md5	size	state
0057b9eb-bdea-478f-b89a-ef8bd27d08b4	TCGA-AG-A01W-01A-21R-A082-13.hg19.mirbase20.mirna.quantification.txt	1c6439746523332d2f3f4ae3d15a661c	49931	live
